Supplier Name,Region,Country,Function,Service,Avg. Cost($),Rating,Average Delivery Time (days),Number of Escalations,Year,Resources,Delivery Frequency,Lead Time (days),Total Shipments,On-Time Delivery Rate (%),Customer Satisfaction Score,Return Rate (%),Contract Duration (months),Geographical Coverage,Technology Used
Infosys,North America,Bouvet Island (Bouvetoya),IT & Infrastructure,Applications Development,100k,73,9,9,2014,2168,Weekly,5,6002,92,10,8,22,Local,RFID
IBM,Europe,Dominica,HR,Applications Development & Maintenance,150k,97,20,20,2017,4123,Weekly,6,9996,80,8,20,20,Local,IoT Sensors
Capgemini,North America,Lebanon,HR,Mainframe services,150k,94,24,46,2014,8733,Daily,14,8499,65,6,20,23,Local,Blockchain
Capgemini,Europe,Armenia,Consulting,Service Desk,100k,80,18,25,2014,6129,Daily,8,3177,79,7,20,15,National,GPS Tracking
IBM,APAC,Zimbabwe,HR,Service Desk,100k,97,22,27,2016,6006,Daily,12,258,76,7,20,12,National,GPS Tracking
Capgemini,Europe,Angola,HR,Mainframe services,150k,79,26,33,2017,1380,Weekly,13,9399,71,7,20,33,Local,Blockchain
Capgemini,North America,Haiti,IT & Infrastructure,Applications Development & Maintenance,150k,100,19,30,2018,2043,Daily,7,8857,76,7,20,31,National,IoT Sensors
IBM,APAC,New Zealand,IT & Infrastructure,Applications Development & Maintenance,150k,73,15,28,2016,1525,Weekly,5,9985,79,7,20,26,National,IoT Sensors
Genpact,APAC,Bermuda,Consulting,Applications Development,100k,91,2,7,2014,8449,Daily,2,1041,96,10,4,16,National,RFID
Infosys,APAC,Saint Martin,HR,Applications Development,100k,83,7,7,2018,2126,Daily,3,6473,94,10,6,14,Local,RFID
IBM,Europe,Kenya,IT & Infrastructure,Applications Development & Maintenance,150k,86,16,25,2018,5512,Daily,7,3404,80,8,20,17,Local,IoT Sensors
IBM,Europe,Rwanda,Consulting,Applications Development & Maintenance,150k,84,16,29,2018,1640,Weekly,5,1592,78,7,20,19,National,IoT Sensors
Genpact,North America,Belgium,IT & Infrastructure,Service Desk,100k,75,21,29,2018,8501,Weekly,9,6402,76,7,20,24,International,GPS Tracking
Infosys,APAC,Tajikistan,IT & Infrastructure,Applications Development & Maintenance,150k,78,11,22,2017,2093,Monthly,9,3659,84,10,16,34,National,IoT Sensors
Infosys,Europe,Cameroon,Consulting,Service Desk,100k,83,20,12,2018,3700,Monthly,6,4241,84,10,16,24,Local,GPS Tracking
IBM,Europe,Martinique,Consulting,Applications Development,100k,97,2,8,2016,7499,Weekly,1,718,95,10,5,18,Local,RFID
Capgemini,North America,Anguilla,Consulting,Mainframe services,150k,72,25,41,2014,9985,Daily,12,4069,68,6,20,35,International,Blockchain
Infosys,Europe,Mayotte,IT & Infrastructure,Service Desk,100k,75,19,15,2017,3034,Daily,12,8859,84,10,16,14,International,GPS Tracking
IBM,APAC,American Samoa,Consulting,Service Desk,100k,81,25,10,2016,4549,Daily,6,664,83,10,17,22,International,GPS Tracking
Infosys,North America,Egypt,HR,Applications Development & Maintenance,150k,79,10,30,2018,1858,Weekly,10,9900,80,8,20,28,Local,IoT Sensors
Genpact,APAC,Iceland,IT & Infrastructure,Applications Development,100k,83,4,6,2014,1238,Weekly,2,5623,95,10,5,15,Local,RFID
Capgemini,Europe,Panama,IT & Infrastructure,Applications Development,100k,96,3,3,2017,6286,Daily,1,9308,98,10,2,12,International,RFID
Infosys,APAC,Bhutan,IT & Infrastructure,Applications Development & Maintenance,150k,73,18,22,2017,6298,Monthly,6,2944,80,8,20,25,Local,IoT Sensors
Capgemini,APAC,Egypt,IT & Infrastructure,Service Desk,100k,91,15,22,2017,7045,Monthly,10,819,82,9,18,15,Local,GPS Tracking
Genpact,North America,El Salvador,IT & Infrastructure,Applications Development & Maintenance,150k,89,19,25,2017,7366,Weekly,7,2277,79,7,20,15,National,IoT Sensors
IBM,APAC,Ukraine,HR,Applications Development & Maintenance,150k,99,15,25,2018,7264,Monthly,10,8472,81,9,19,14,International,IoT Sensors
Infosys,North America,Iceland,IT & Infrastructure,Applications Development & Maintenance,150k,93,10,17,2018,4990,Monthly,9,1400,87,10,13,12,Local,IoT Sensors
Capgemini,APAC,Heard Island and McDonald Islands,HR,Applications Development & Maintenance,150k,71,14,16,2016,8270,Weekly,8,5485,85,10,15,16,Local,IoT Sensors
IBM,APAC,Nicaragua,IT & Infrastructure,Mainframe services,150k,97,20,36,2017,6615,Weekly,20,4069,72,7,20,25,Local,Blockchain
IBM,APAC,Lithuania,Consulting,Applications Development,100k,90,4,10,2014,2058,Monthly,2,8155,93,10,7,18,Local,RFID
Infosys,APAC,North Macedonia,HR,Applications Development & Maintenance,150k,87,12,16,2016,4871,Daily,10,8413,86,10,14,16,Local,IoT Sensors
Genpact,APAC,Zimbabwe,Consulting,Service Desk,100k,75,19,15,2016,5966,Monthly,12,4775,84,10,16,23,International,GPS Tracking
IBM,North America,Somalia,Consulting,Service Desk,100k,75,19,25,2018,8231,Monthly,8,7025,79,7,20,13,International,GPS Tracking
Infosys,North America,Afghanistan,HR,Service Desk,100k,87,15,22,2016,3878,Daily,12,4315,82,9,18,18,National,GPS Tracking
Capgemini,APAC,Tanzania,Consulting,Service Desk,100k,74,19,22,2018,4206,Weekly,12,2635,80,8,20,20,Local,GPS Tracking
Capgemini,North America,Belarus,HR,Applications Development,100k,81,6,8,2018,9020,Daily,5,5143,93,10,7,18,International,RFID
Genpact,APAC,Syrian Arab Republic,Consulting,Applications Development,100k,100,2,7,2017,6711,Weekly,1,8449,96,10,4,21,International,RFID
Capgemini,Europe,Kyrgyz Republic,IT & Infrastructure,Service Desk,100k,77,15,30,2018,1565,Monthly,10,6021,78,7,20,18,International,GPS Tracking
Genpact,North America,Romania,IT & Infrastructure,Applications Development,100k,89,5,10,2016,1202,Monthly,2,2012,93,10,7,19,Local,RFID
Capgemini,APAC,Australia,Consulting,Service Desk,100k,78,16,26,2017,9202,Weekly,14,8835,79,7,20,15,International,GPS Tracking
IBM,APAC,Sierra Leone,Consulting,Service Desk,100k,93,21,12,2016,7520,Monthly,9,5147,84,10,16,13,Local,GPS Tracking
Capgemini,Europe,Vietnam,Consulting,Applications Development & Maintenance,150k,90,11,12,2017,8060,Weekly,5,2895,89,10,11,36,Local,IoT Sensors
Infosys,North America,Zambia,HR,Mainframe services,150k,96,23,35,2016,4041,Daily,12,3392,72,7,20,17,Local,Blockchain
Infosys,Europe,Suriname,IT & Infrastructure,Applications Development & Maintenance,150k,72,16,24,2017,2404,Daily,7,6288,80,8,20,32,Local,IoT Sensors
Capgemini,North America,Croatia,HR,Mainframe services,150k,94,20,38,2014,1155,Daily,15,1100,71,7,20,19,National,Blockchain
Infosys,North America,Central African Republic,HR,Applications Development,100k,86,1,2,2017,8961,Monthly,5,7853,99,10,1,15,National,RFID
Genpact,North America,Armenia,HR,Service Desk,100k,82,25,20,2018,1937,Weekly,10,5933,78,7,20,17,National,GPS Tracking
Infosys,Europe,Aruba,Consulting,Applications Development,100k,100,7,3,2016,7036,Daily,4,7504,96,10,4,12,International,RFID
IBM,APAC,Bahrain,HR,Service Desk,100k,81,25,16,2014,6333,Monthly,11,7379,80,8,20,12,Local,GPS Tracking
Capgemini,Europe,Brazil,HR,Service Desk,100k,98,16,21,2014,7305,Weekly,14,4914,82,9,18,18,International,GPS Tracking
Infosys,APAC,Swaziland,Consulting,Applications Development & Maintenance,150k,95,18,28,2014,5937,Monthly,6,9090,77,7,20,34,National,IoT Sensors
Genpact,APAC,United States Virgin Islands,IT & Infrastructure,Applications Development & Maintenance,150k,94,17,27,2014,2728,Weekly,5,7225,79,7,20,19,International,IoT Sensors
IBM,Europe,Palau,Consulting,Applications Development,100k,100,7,5,2014,3224,Daily,3,8857,95,10,5,15,International,RFID
Infosys,Europe,Burundi,Consulting,Service Desk,100k,82,18,28,2018,8159,Daily,10,3923,77,7,20,24,Local,GPS Tracking
IBM,Europe,Honduras,HR,Mainframe services,150k,99,21,23,2016,2902,Daily,14,9485,79,7,20,14,National,Blockchain
Infosys,Europe,New Zealand,HR,Applications Development & Maintenance,150k,76,19,10,2018,7941,Weekly,8,5337,86,10,14,21,National,IoT Sensors
Infosys,North America,France,IT & Infrastructure,Applications Development & Maintenance,150k,87,19,28,2018,6176,Monthly,10,2470,77,7,20,19,National,IoT Sensors
IBM,APAC,Aruba,HR,Applications Development & Maintenance,150k,91,17,14,2014,6245,Weekly,10,5160,85,10,15,31,International,IoT Sensors
IBM,Europe,Mali,Consulting,Applications Development,100k,71,8,4,2017,3501,Weekly,5,3550,94,10,6,19,International,RFID
Capgemini,North America,Kyrgyz Republic,HR,Applications Development & Maintenance,150k,99,10,15,2016,1353,Monthly,10,9077,88,10,12,27,National,IoT Sensors
Capgemini,North America,Canada,IT & Infrastructure,Mainframe services,150k,86,27,31,2017,5626,Weekly,20,3296,72,7,20,36,International,Blockchain
Infosys,Europe,Vanuatu,Consulting,Service Desk,100k,84,20,28,2016,3253,Daily,7,7339,76,7,20,24,International,GPS Tracking
Genpact,Europe,Palestinian Territory,HR,Service Desk,100k,70,18,16,2017,2670,Weekly,7,2518,83,10,17,24,National,GPS Tracking
Capgemini,APAC,Netherlands,IT & Infrastructure,Service Desk,100k,73,15,13,2017,8107,Monthly,7,2534,87,10,13,17,International,GPS Tracking
Capgemini,North America,Saint Vincent and the Grenadines,HR,Service Desk,100k,89,16,17,2016,7150,Daily,5,1568,84,10,16,18,National,GPS Tracking
Infosys,APAC,Heard Island and McDonald Islands,IT & Infrastructure,Service Desk,100k,72,25,24,2014,9015,Weekly,15,8451,76,7,20,17,Local,GPS Tracking
Infosys,Europe,Brazil,IT & Infrastructure,Applications Development,100k,82,10,8,2018,8105,Monthly,5,4988,91,10,9,16,International,RFID
Capgemini,Europe,Faroe Islands,IT & Infrastructure,Applications Development & Maintenance,150k,82,11,27,2018,2047,Daily,7,8601,82,9,18,17,International,IoT Sensors
Genpact,APAC,United Kingdom,HR,Applications Development,100k,84,3,10,2017,3015,Daily,1,741,94,10,6,23,Local,RFID
Infosys,APAC,Norway,IT & Infrastructure,Applications Development & Maintenance,150k,86,11,27,2017,6956,Monthly,6,9019,82,9,18,20,Local,IoT Sensors
IBM,Europe,Zimbabwe,HR,Service Desk,100k,84,18,19,2016,9035,Monthly,5,5227,82,9,18,12,International,GPS Tracking
Infosys,Europe,Niger,IT & Infrastructure,Mainframe services,150k,77,28,26,2014,4081,Monthly,18,2421,73,7,20,34,National,Blockchain
IBM,North America,Aruba,IT & Infrastructure,Applications Development & Maintenance,150k,93,18,16,2018,2218,Daily,9,9108,83,10,17,30,National,IoT Sensors
Infosys,North America,Bangladesh,HR,Mainframe services,150k,83,22,32,2016,9780,Weekly,20,3438,73,7,20,26,Local,Blockchain
Genpact,North America,Andorra,IT & Infrastructure,Mainframe services,150k,80,23,42,2018,7208,Monthly,20,524,68,6,20,23,International,Blockchain
Capgemini,APAC,British Indian Ocean Territory (Chagos Archipelago),Consulting,Applications Development & Maintenance,150k,90,11,27,2014,6944,Daily,7,5564,82,9,18,15,National,IoT Sensors
Genpact,North America,Bosnia and Herzegovina,IT & Infrastructure,Applications Development & Maintenance,150k,95,10,13,2014,3879,Daily,7,8725,89,10,11,24,International,IoT Sensors
IBM,Europe,Monaco,Consulting,Mainframe services,150k,89,21,36,2014,1785,Monthly,17,2897,72,7,20,23,National,Blockchain
Capgemini,North America,United Arab Emirates,HR,Service Desk,100k,74,25,27,2017,1155,Daily,10,8514,75,7,20,20,International,GPS Tracking
IBM,APAC,Martinique,HR,Applications Development & Maintenance,150k,90,12,22,2017,5081,Monthly,6,6952,83,10,17,30,International,IoT Sensors
IBM,North America,Bosnia and Herzegovina,Consulting,Service Desk,100k,86,20,24,2016,6000,Daily,12,1524,78,7,20,20,National,GPS Tracking
Genpact,APAC,Martinique,IT & Infrastructure,Service Desk,100k,88,25,12,2014,2385,Weekly,6,4783,82,9,18,13,International,GPS Tracking
Genpact,North America,Svalbard & Jan Mayen Islands,Consulting,Service Desk,100k,86,25,26,2014,7643,Daily,11,327,75,7,20,23,International,GPS Tracking
IBM,APAC,Mozambique,HR,Applications Development & Maintenance,150k,91,16,27,2014,8350,Monthly,5,2861,79,7,20,35,International,IoT Sensors
IBM,APAC,Guadeloupe,Consulting,Applications Development & Maintenance,150k,85,15,14,2018,3793,Daily,5,6215,86,10,14,28,Local,IoT Sensors
Infosys,North America,Tunisia,Consulting,Mainframe services,150k,85,28,47,2017,5337,Monthly,13,3590,63,6,20,36,Local,Blockchain
Capgemini,Europe,Bahrain,Consulting,Service Desk,100k,71,25,26,2017,1096,Daily,9,7642,75,7,20,12,National,GPS Tracking
Genpact,North America,Korea,Consulting,Mainframe services,150k,70,20,31,2014,8058,Weekly,11,8161,75,7,20,35,Local,Blockchain
Capgemini,APAC,Croatia,IT & Infrastructure,Applications Development,100k,94,3,7,2017,4704,Monthly,5,7811,96,10,4,13,National,RFID
IBM,APAC,Puerto Rico,Consulting,Mainframe services,150k,91,26,48,2018,3651,Weekly,15,2391,63,6,20,17,National,Blockchain
IBM,APAC,Isle of Man,IT & Infrastructure,Service Desk,100k,82,18,13,2018,6426,Daily,10,617,85,10,15,15,Local,GPS Tracking
Capgemini,Europe,Cocos (Keeling) Islands,Consulting,Applications Development & Maintenance,150k,95,14,13,2016,6322,Weekly,10,6651,87,10,13,25,International,IoT Sensors
Genpact,North America,French Polynesia,HR,Service Desk,100k,70,16,10,2016,1852,Daily,6,5705,87,10,13,14,National,GPS Tracking
Infosys,North America,Sweden,IT & Infrastructure,Applications Development,100k,89,5,5,2016,9376,Weekly,4,3161,96,10,4,19,Local,RFID
Genpact,North America,Macao,HR,Mainframe services,150k,95,23,41,2014,9230,Daily,14,3068,69,6,20,25,Local,Blockchain
IBM,APAC,Belize,IT & Infrastructure,Applications Development & Maintenance,150k,83,12,22,2014,4270,Daily,5,1589,83,10,17,13,Local,IoT Sensors
Genpact,North America,Zambia,Consulting,Service Desk,100k,85,19,30,2014,9353,Weekly,13,7097,76,7,20,15,International,GPS Tracking
IBM,Europe,Croatia,Consulting,Applications Development,100k,77,5,6,2017,1779,Weekly,1,3077,95,10,5,16,Local,RFID
IBM,Europe,Mozambique,IT & Infrastructure,Applications Development,100k,83,4,5,2016,5133,Daily,3,8149,96,10,4,19,National,RFID
Genpact,North America,Lesotho,Consulting,Mainframe services,150k,93,21,41,2017,9664,Weekly,11,6188,70,7,20,12,Local,Blockchain
Genpact,Europe,Saint Kitts and Nevis,HR,Mainframe services,150k,89,26,22,2014,1672,Daily,19,9710,76,7,20,15,International,Blockchain
IBM,North America,Colombia,HR,Applications Development & Maintenance,150k,85,17,13,2016,9741,Daily,10,2617,86,10,14,14,Local,IoT Sensors
IBM,North America,Egypt,Consulting,Applications Development & Maintenance,150k,90,18,18,2014,8145,Daily,8,1209,82,9,18,36,National,IoT Sensors
IBM,Europe,Zimbabwe,IT & Infrastructure,Service Desk,100k,79,15,15,2014,1996,Monthly,13,3216,86,10,14,21,International,GPS Tracking
Genpact,North America,Azerbaijan,HR,Service Desk,100k,82,23,26,2018,7567,Weekly,15,4548,76,7,20,13,Local,GPS Tracking
Infosys,Europe,Italy,Consulting,Applications Development & Maintenance,150k,86,19,16,2017,5971,Daily,6,3709,83,10,17,30,National,IoT Sensors
Genpact,North America,Cote d'Ivoire,IT & Infrastructure,Mainframe services,150k,90,22,27,2016,5550,Monthly,11,2278,76,7,20,13,National,Blockchain
Infosys,Europe,Guadeloupe,Consulting,Applications Development,100k,90,4,9,2017,6317,Monthly,2,1463,94,10,6,13,International,RFID
IBM,North America,Liberia,IT & Infrastructure,Mainframe services,150k,90,26,48,2014,6824,Monthly,12,3692,63,6,20,31,International,Blockchain
Infosys,Europe,Mayotte,HR,Mainframe services,150k,92,20,37,2018,5216,Daily,14,9125,72,7,20,33,Local,Blockchain
Capgemini,APAC,Zambia,Consulting,Service Desk,100k,77,19,16,2018,7039,Daily,10,2530,83,10,17,21,National,GPS Tracking
Genpact,Europe,Bouvet Island (Bouvetoya),Consulting,Applications Development,100k,100,8,3,2016,5621,Weekly,2,444,95,10,5,14,National,RFID
Infosys,APAC,Marshall Islands,IT & Infrastructure,Applications Development & Maintenance,150k,83,20,29,2016,8455,Daily,8,6694,76,7,20,18,Local,IoT Sensors
Capgemini,APAC,Nigeria,IT & Infrastructure,Applications Development & Maintenance,150k,96,19,13,2014,1716,Monthly,5,2265,85,10,15,24,Local,IoT Sensors
Infosys,APAC,Kiribati,HR,Applications Development,100k,93,10,1,2017,2392,Weekly,2,3414,95,10,5,24,Local,RFID
Capgemini,APAC,Armenia,IT & Infrastructure,Service Desk,100k,71,17,19,2017,9906,Monthly,12,2116,83,10,17,17,Local,GPS Tracking
Capgemini,APAC,Maldives,IT & Infrastructure,Applications Development,100k,99,5,2,2016,1393,Daily,5,3813,97,10,3,20,National,RFID
Capgemini,Europe,Taiwan,HR,Service Desk,100k,96,25,19,2014,9057,Daily,10,2878,79,7,20,15,Local,GPS Tracking
IBM,APAC,Maldives,Consulting,Applications Development & Maintenance,150k,99,15,12,2014,1710,Daily,7,2575,87,10,13,31,Local,IoT Sensors
Capgemini,APAC,Liechtenstein,HR,Service Desk,100k,91,24,15,2017,5702,Monthly,10,5807,81,9,19,22,Local,GPS Tracking
Infosys,APAC,Austria,IT & Infrastructure,Mainframe services,150k,94,25,49,2016,6247,Weekly,20,2521,64,6,20,20,National,Blockchain
Capgemini,Europe,Uganda,Consulting,Service Desk,100k,74,16,13,2014,6292,Monthly,12,2189,86,10,14,21,Local,GPS Tracking
Capgemini,Europe,Singapore,HR,Service Desk,100k,80,22,23,2016,5028,Weekly,10,6378,78,7,20,19,National,GPS Tracking
Genpact,North America,Sri Lanka,IT & Infrastructure,Service Desk,100k,88,22,27,2018,9633,Monthly,13,9567,76,7,20,20,International,GPS Tracking
Genpact,APAC,Kenya,Consulting,Applications Development & Maintenance,150k,87,13,21,2018,3188,Monthly,5,1904,84,10,16,12,Local,IoT Sensors
Capgemini,APAC,United States Minor Outlying Islands,IT & Infrastructure,Mainframe services,150k,96,24,34,2016,1915,Weekly,12,2357,71,7,20,16,Local,Blockchain
Infosys,Europe,Chile,IT & Infrastructure,Applications Development & Maintenance,150k,91,10,23,2014,8812,Weekly,10,9830,84,10,16,23,Local,IoT Sensors
Infosys,APAC,Fiji,HR,Applications Development,100k,96,3,2,2018,3452,Daily,3,3088,98,10,2,15,National,RFID
IBM,North America,Cuba,HR,Applications Development & Maintenance,150k,92,14,25,2014,5698,Monthly,9,1922,81,9,19,25,Local,IoT Sensors
Genpact,APAC,Kuwait,Consulting,Applications Development,100k,96,10,3,2018,8443,Monthly,1,9179,94,10,6,20,International,RFID
Capgemini,APAC,Ethiopia,Consulting,Mainframe services,150k,72,24,42,2018,3050,Monthly,18,3571,67,6,20,19,National,Blockchain
Infosys,Europe,Suriname,Consulting,Applications Development,100k,85,3,9,2017,7637,Daily,4,6333,95,10,5,21,Local,RFID
Infosys,APAC,Hong Kong,Consulting,Applications Development,100k,89,4,5,2017,1459,Weekly,4,4024,96,10,4,13,National,RFID
Infosys,North America,Netherlands,IT & Infrastructure,Applications Development & Maintenance,150k,87,11,16,2016,1530,Monthly,5,4037,87,10,13,31,National,IoT Sensors
Capgemini,APAC,Cyprus,IT & Infrastructure,Applications Development,100k,80,1,10,2014,6056,Monthly,5,238,95,10,5,24,National,RFID
Capgemini,Europe,France,Consulting,Mainframe services,150k,74,23,30,2014,6428,Weekly,18,6772,74,7,20,36,International,Blockchain
Capgemini,North America,Liberia,HR,Applications Development,100k,97,1,10,2014,5753,Monthly,2,2741,95,10,5,24,Local,RFID
Genpact,Europe,British Virgin Islands,IT & Infrastructure,Service Desk,100k,100,16,17,2017,8331,Daily,15,2249,84,10,16,15,National,GPS Tracking
Capgemini,APAC,Guadeloupe,IT & Infrastructure,Mainframe services,150k,89,26,21,2014,3496,Weekly,19,9388,77,7,20,34,International,Blockchain
Infosys,North America,Kuwait,IT & Infrastructure,Service Desk,100k,84,17,19,2017,3780,Daily,5,4943,83,10,17,20,Local,GPS Tracking
Infosys,APAC,Sri Lanka,HR,Applications Development,100k,94,6,6,2018,5226,Weekly,5,7853,94,10,6,13,National,RFID
Infosys,North America,San Marino,Consulting,Service Desk,100k,82,16,28,2018,3113,Monthly,7,7322,78,7,20,19,National,GPS Tracking
Capgemini,North America,Tanzania,HR,Mainframe services,150k,71,30,33,2014,5011,Weekly,11,9288,69,6,20,28,Local,Blockchain
Capgemini,APAC,Martinique,IT & Infrastructure,Applications Development & Maintenance,150k,82,16,15,2018,2531,Daily,7,5816,85,10,15,30,National,IoT Sensors
Genpact,Europe,South Africa,IT & Infrastructure,Service Desk,100k,99,22,13,2018,8096,Monthly,13,3368,83,10,17,13,National,GPS Tracking
